a280_n279_bounded-strongly-corr_01.ttp,-15849.130212751705,14634.825686891381,1.8910694122314453,0.9
a280_n279_uncorr-similar-weights_01.ttp,2699.6558984796466,8211.439377164594,1.7453227043151855,0.9
a280_n279_uncorr_01.ttp,8391.57151824249,17537.93246499908,1.8682851791381836,0.9
eil51_n150_bounded-strongly-corr_01.ttp,3318.1306172579316,6859.65816673203,0.657085657119751,0.9
eil51_n150_uncorr-similar-weights_01.ttp,-427.908123041967,4671.9258992982905,0.45942068099975586,0.9
eil51_n150_uncorr_01.ttp,1908.6543311266541,6144.593856296011,0.4627211093902588,0.9
eil51_n250_bounded-strongly-corr_01.ttp,3625.0681415456347,10137.472563796928,0.5430607795715332,0.9
eil51_n250_uncorr-similar-weights_01.ttp,-1015.9382869856163,6722.371108865169,0.46675896644592285,0.9
eil51_n250_uncorr_01.ttp,1142.2380679671624,12032.459135595072,0.53635573387146,0.9
eil51_n50_bounded-strongly-corr_01.ttp,1071.528967988752,3450.010904026728,0.3784937858581543,0.9
eil51_n50_uncorr-similar-weights_01.ttp,597.912638081636,1567.0120143890924,0.3484013080596924,0.9
eil51_n50_uncorr_01.ttp,-5387.9289790533185,1539.3972990975017,0.3562138080596924,0.9
pr152_n151_bounded-strongly-corr_01.ttp,-572.7943846535527,9184.852740041426,1.0506401062011719,0.9
pr152_n151_uncorr-similar-weights_01.ttp,-11.940881565893505,3158.674362347443,1.026376724243164,0.9
pr152_n151_uncorr_01.ttp,-465.4665459124699,3470.9149151796046,1.09330153465271,0.9
pr152_n453_bounded-strongly-corr_01.ttp,1437.1839779200454,17923.180294980033,1.4144868850708008,0.9
pr152_n453_uncorr-similar-weights_01.ttp,-628.7679248161148,11160.562718314923,1.241098165512085,0.9
pr152_n453_uncorr_01.ttp,-249.51894463611825,15283.552501926162,1.4343554973602295,0.9
